,feature_1,feature_2,label
0,0.25132741228718347,0.12566370614359174,0.0
1,2.9530970943744057,2.450442269800039,0.0
2,1.9477874452256718,5.403539364174445,0.0
3,1.6964600329384885,2.199114857512855,0.0
4,1.6964600329384885,4.084070449666731,0.0
5,1.3823007675795091,1.6336281798666925,0.0
6,1.6964600329384885,2.0734511513692637,0.0
7,2.450442269800039,1.6336281798666925,0.0
8,4.649557127312894,5.843362335677016,0.0
9,1.3823007675795091,2.387610416728243,0.0
10,1.884955592153876,4.838052686528282,0.0
11,0.06283185307179587,5.152211951887261,0.0
12,4.838052686528282,5.6548667764616285,0.0
13,1.884955592153876,5.026548245743669,0.0
14,0.25132741228718347,3.267256359733385,0.0
15,1.5079644737231008,0.3769911184307752,0.0
16,4.900884539600078,2.0106192982974678,0.0
17,3.518583772020569,5.403539364174445,0.0
18,0.06283185307179587,6.031857894892403,0.0
19,2.8274333882308142,4.084070449666731,0.0
20,3.0787608005179976,1.1938052083641215,0.0
21,4.838052686528282,5.277875658030853,0.0
22,3.267256359733385,4.586725274241099,0.0
23,3.0159289474462017,1.6964600329384885,0.0
24,3.455751918948773,5.403539364174445,0.0
25,6.157521601035995,5.277875658030853,0.0
26,1.3194689145077132,0.1884955592153876,0.0
27,3.267256359733385,5.152211951887261,0.0
28,0.7539822368615504,4.775220833456486,0.0
29,5.215043804959057,1.884955592153876,0.0
30,5.215043804959057,4.900884539600078,0.0
31,3.0787608005179976,2.387610416728243,0.0
32,3.455751918948773,0.1884955592153876,0.0
33,3.204424506661589,4.523893421169302,0.0
34,1.884955592153876,5.277875658030853,0.0
35,1.6964600329384885,2.324778563656447,0.0
36,3.330088212805181,1.5707963267948968,0.0
37,0.25132741228718347,3.518583772020569,0.0
38,3.330088212805181,4.39822971502571,0.0
39,1.7592918860102844,4.900884539600078,0.0
40,3.267256359733385,4.39822971502571,0.0
41,3.204424506661589,5.969026041820608,0.0
42,4.900884539600078,1.884955592153876,0.0
43,1.2566370614359172,2.5132741228718345,0.0
44,4.775220833456486,5.340707511102649,0.0
45,3.0787608005179976,4.900884539600078,0.0
46,1.8221237390820801,4.084070449666731,0.0
47,4.900884539600078,0.8796459430051422,0.0
48,5.026548245743669,5.340707511102649,0.0
49,2.0106192982974678,3.8955748904513436,0.0
50,6.157521601035995,0.942477796076938,0.0
51,0.1884955592153876,3.267256359733385,0.0
52,3.392920065876977,5.6548667764616285,0.0
53,6.031857894892403,0.1884955592153876,0.0
54,6.094689747964199,0.1884955592153876,0.0
55,1.3823007675795091,3.8955748904513436,0.0
56,4.0212385965949355,6.094689747964199,0.0
57,4.39822971502571,4.71238898038469,0.0
58,0.6911503837897546,6.031857894892403,0.0
59,1.3194689145077132,1.8221237390820801,0.0
60,1.6336281798666925,3.7070793312359562,0.0
61,1.3194689145077132,0.12566370614359174,0.0
62,1.6964600329384885,4.9637163926718735,0.0
63,0.5026548245743669,1.7592918860102844,0.0
64,3.518583772020569,4.900884539600078,0.0
65,0.5026548245743669,1.884955592153876,0.0
66,5.906194188748811,0.12566370614359174,0.0
67,2.9530970943744057,3.9584067435231396,0.0
68,0.0,1.884955592153876,0.0
69,1.6964600329384885,2.5761059759436304,0.0
70,5.340707511102649,4.9637163926718735,0.0
71,6.157521601035995,1.2566370614359172,0.0
72,5.46637121724624,3.5814156250923643,0.0
73,0.25132741228718347,4.9637163926718735,0.0
74,2.8274333882308142,1.884955592153876,0.0
75,2.8902652413026098,2.0734511513692637,0.0
76,1.3194689145077132,1.7592918860102844,0.0
77,1.0053096491487339,2.0106192982974678,0.0
78,3.455751918948773,0.5654866776461628,0.0
79,4.39822971502571,5.026548245743669,0.0
80,2.261946710584651,1.8221237390820801,0.0
81,2.9530970943744057,2.5761059759436304,0.0
82,3.330088212805181,5.277875658030853,0.0
83,0.3141592653589793,1.7592918860102844,0.0
84,1.0053096491487339,1.9477874452256718,0.0
85,0.8796459430051422,4.9637163926718735,0.0
86,1.8221237390820801,5.152211951887261,0.0
87,4.523893421169302,0.06283185307179587,0.0
88,4.586725274241099,0.06283185307179587,0.0
89,1.0681415022205298,4.900884539600078,0.0
90,4.838052686528282,1.8221237390820801,0.0
91,1.2566370614359172,0.4398229715025711,0.0
92,2.8274333882308142,1.0681415022205298,0.0
93,5.592034923389832,4.775220833456486,0.0
94,0.06283185307179587,2.9530970943744057,0.0
95,2.9530970943744057,4.084070449666731,0.0
96,1.4451326206513049,2.450442269800039,0.0
97,6.094689747964199,4.209734155810323,0.0
98,5.340707511102649,4.9637163926718735,0.0
99,5.529203070318037,4.775220833456486,0.0
100,1.1309733552923256,1.3194689145077132,1.0
101,4.335397861953915,4.335397861953915,1.0
102,0.25132741228718347,1.3194689145077132,1.0
103,4.335397861953915,1.6964600329384885,1.0
104,0.5026548245743669,1.2566370614359172,1.0
105,2.450442269800039,3.0159289474462017,1.0
106,3.518583772020569,6.031857894892403,1.0
107,1.5079644737231008,5.340707511102649,1.0
108,0.5026548245743669,2.261946710584651,1.0
109,3.832743037379548,4.0212385965949355,1.0
110,4.900884539600078,1.3823007675795091,1.0
111,1.7592918860102844,5.6548667764616285,1.0
112,4.900884539600078,3.267256359733385,1.0
113,4.335397861953915,0.8168140899333463,1.0
114,4.272566008882119,5.843362335677016,1.0
115,4.775220833456486,3.769911184307752,1.0
116,5.717698629533424,3.832743037379548,1.0
117,1.3823007675795091,0.942477796076938,1.0
118,1.0053096491487339,1.3823007675795091,1.0
119,5.215043804959057,3.0159289474462017,1.0
120,2.450442269800039,5.6548667764616285,1.0
121,1.3823007675795091,4.523893421169302,1.0
122,4.39822971502571,6.031857894892403,1.0
123,2.387610416728243,1.0053096491487339,1.0
124,1.0681415022205298,4.1469023027385274,1.0
125,2.199114857512855,6.220353454107791,1.0
126,3.7070793312359562,5.906194188748811,1.0
127,6.220353454107791,2.8274333882308142,1.0
128,1.2566370614359172,2.9530970943744057,1.0
129,1.1309733552923256,1.4451326206513049,1.0
130,3.8955748904513436,4.838052686528282,1.0
131,0.5026548245743669,4.900884539600078,1.0
132,5.026548245743669,3.392920065876977,1.0
133,4.900884539600078,2.5761059759436304,1.0
134,5.7805304826052195,5.026548245743669,1.0
135,1.8221237390820801,5.529203070318037,1.0
136,4.461061568097507,1.6964600329384885,1.0
137,4.9637163926718735,3.5814156250923643,1.0
138,2.5761059759436304,4.775220833456486,1.0
139,4.838052686528282,3.5814156250923643,1.0
140,2.6389378290154264,5.46637121724624,1.0
141,6.220353454107791,4.71238898038469,1.0
142,1.4451326206513049,4.586725274241099,1.0
143,5.152211951887261,4.335397861953915,1.0
144,1.6336281798666925,0.8168140899333463,1.0
145,1.7592918860102844,5.592034923389832,1.0
146,1.0681415022205298,4.1469023027385274,1.0
147,4.461061568097507,3.0787608005179976,1.0
148,2.450442269800039,3.267256359733385,1.0
149,1.1309733552923256,4.586725274241099,1.0
150,5.906194188748811,1.6336281798666925,1.0
151,4.272566008882119,2.9530970943744057,1.0
152,5.7805304826052195,2.5761059759436304,1.0
153,4.335397861953915,3.7070793312359562,1.0
154,1.0681415022205298,0.06283185307179587,1.0
155,0.3769911184307752,2.5132741228718345,1.0
156,0.942477796076938,0.3141592653589793,1.0
157,2.8902652413026098,5.46637121724624,1.0
158,4.209734155810323,3.392920065876977,1.0
159,5.906194188748811,2.6389378290154264,1.0
160,1.5079644737231008,5.529203070318037,1.0
161,3.832743037379548,3.5814156250923643,1.0
162,1.0053096491487339,1.5079644737231008,1.0
163,4.1469023027385274,3.5814156250923643,1.0
164,4.335397861953915,0.8796459430051422,1.0
165,5.340707511102649,2.450442269800039,1.0
166,5.277875658030853,0.25132741228718347,1.0
167,3.9584067435231396,3.455751918948773,1.0
168,5.089380098815465,4.39822971502571,1.0
169,0.3769911184307752,3.0159289474462017,1.0
170,5.089380098815465,1.3194689145077132,1.0
171,3.5814156250923643,4.39822971502571,1.0
172,0.5654866776461628,4.9637163926718735,1.0
173,1.2566370614359172,4.209734155810323,1.0
174,2.7646015351590183,5.6548667764616285,1.0
175,1.1309733552923256,1.2566370614359172,1.0
176,4.838052686528282,3.769911184307752,1.0
177,1.9477874452256718,5.6548667764616285,1.0
178,4.775220833456486,2.8274333882308142,1.0
179,4.523893421169302,3.267256359733385,1.0
180,3.5814156250923643,6.031857894892403,1.0
181,3.8955748904513436,0.0,1.0
182,4.775220833456486,1.4451326206513049,1.0
183,5.529203070318037,5.340707511102649,1.0
184,2.324778563656447,2.7646015351590183,1.0
185,0.5654866776461628,4.1469023027385274,1.0
186,5.152211951887261,0.25132741228718347,1.0
187,2.5132741228718345,5.026548245743669,1.0
188,2.5761059759436304,5.152211951887261,1.0
189,4.0212385965949355,4.1469023027385274,1.0
190,2.5132741228718345,4.461061568097507,1.0
191,4.084070449666731,3.455751918948773,1.0
192,0.06283185307179587,5.529203070318037,1.0
193,4.0212385965949355,0.5654866776461628,1.0
194,5.089380098815465,1.4451326206513049,1.0
195,5.843362335677016,0.3141592653589793,1.0
196,4.209734155810323,4.335397861953915,1.0
197,3.832743037379548,0.12566370614359174,1.0
198,1.3194689145077132,3.330088212805181,1.0
199,4.461061568097507,3.1415926535897936,1.0
